,symbol,exchange,type,organ_short_name,organ_name,product_grp_id
1541,DDM,UPCOM,STOCK,Hàng hải Đông Đô,Công ty Cổ phần Hàng hải Đông Đô,UPX
1542,DDH,UPCOM,STOCK,Đảm bảo GTĐT Hải Phòng,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,UPX
1543,DDG,HNX,STOCK,Đầu tư CN XNK Đông Dương,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,STX
1544,DDB,UPCOM,STOCK,TM & XD Đông Dương,Công ty Cổ Phần Thương Mại Và Xây Dựng Đông Dương,UPX
1545,DCT,UPCOM,STOCK,Tấm lợp VLXD Đồng Nai,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,UPX
1546,DCS,UPCOM,STOCK,Đại Châu,Công ty Cổ phần Tập đoàn Đại Châu,UPX
1547,DCR,UPCOM,STOCK,Gạch men COSEVCO,Công ty Cổ phần Gạch men COSEVCO,UPX
1548,DCM,HSX,STOCK,Đạm Cà Mau,Công ty Cổ phần Phân bón Dầu Khí Cà Mau,STO
1549,DCL,HSX,STOCK,Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,STO
1550,DCH,UPCOM,STOCK,Địa chính Hà Nội,Công ty Cổ phần Địa chính Hà Nội,UPX
1551,DCG,UPCOM,STOCK,May Đáp Cầu,Công ty Cổ phần Tổng Công ty May Đáp Cầu,UPX
1552,DCF,UPCOM,STOCK,XD và Thiết kế số 1,Công ty Cổ phần Xây dựng và Thiết kế số 1,UPX
1553,DC4,HSX,STOCK,Dicera Holdings,Công ty Cổ phần Dicera Holdings,STO
1554,DC2,HNX,STOCK,DIC Số 2,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,STX
1555,DC1,UPCOM,STOCK,Phát triển Xây dựng số 1 (DIC1),Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,UPX
1556,DBW,DELISTED,STOCK,Cấp nước Điện Biên,Công ty Cổ phần Cấp nước Điện Biên,
1557,DBT,HSX,STOCK,Dược phẩm Bến Tre,Công ty Cổ phần Dược phẩm Bến Tre,STO
1558,DBM,UPCOM,STOCK,BAMEPHARM,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,UPX
1559,DBH,DELISTED,STOCK,Đường bộ Hải Phòng,Công ty Cổ phần Đường bộ Hải Phòng,
1560,DBD,HSX,STOCK,Dược - TB Y tế Bình Định,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định (BIDIPHAR),STO
1561,DBC,HSX,STOCK,Tập đoàn DABACO,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,STO
1562,DAT,HSX,STOCK,ĐT Du lịch và PT Thủy sản,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,STO
1563,DAS,UPCOM,STOCK,Thiết bị Dầu khí Đà Nẵng,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,UPX
1564,DAR,DELISTED,STOCK,Xe lửa Dĩ An,Công ty Cổ phần Xe lửa Dĩ An,
1565,DAN,UPCOM,STOCK,Dược Danapha,Công ty Cổ phần Dược Danapha,UPX
1566,DAH,HSX,STOCK,Tập đoàn Khách sạn Đông Á,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,STO
1567,DAG,UPCOM,STOCK,TĐ Nhựa Đông Á,Công ty Cổ phần Tập đoàn Nhựa Đông Á,UPX
1568,DAE,HNX,STOCK,Sách Giáo dục Đà Nẵng,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng,STX
1569,DAD,HNX,STOCK,Phát triển GD Đà Nẵng,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,STX
1570,DAC,UPCOM,STOCK,CTCP 382 Đông Anh,Công ty Cổ phần 382 Đông Anh,UPX
1571,D2D,HSX,STOCK,Phát triển Đô thị số 2,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,STO
1572,D17,DELISTED,STOCK,Khai thác mỏ Đồng Tân,Công ty Cổ Phần Đồng Tân,
1573,D11,HNX,STOCK,Địa ốc 11,Công ty Cổ phần Địa ốc 11,STX
1574,CYC,UPCOM,STOCK,Gạch men Chang YIH,Công ty Cổ phần Gạch men Chang Yih,UPX
1575,CX8,HNX,STOCK,Constrexim số 8,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8,STX
1579,CVT,HSX,STOCK,CMC JSC,Công ty Cổ phần CMC,STO
1726,CVP,DELISTED,STOCK,Cảng Cửa Việt,Công ty cổ phần Cảng Cửa Việt,
1786,CVN,UPCOM,STOCK,Vinam Group,Công ty Cổ phần Vinam,UPX
1940,CTX,UPCOM,STOCK,CONSTREXIM,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,UPX
1941,CTW,UPCOM,STOCK,Cấp thoát nước Cần Thơ,Công ty Cổ phần Cấp thoát nước Cần Thơ,UPX
1942,CTT,HNX,STOCK,Chế tạo máy - Vinacomin,Công ty Cổ phần Chế tạo máy - Vinacomin,STX
1943,CTS,HSX,STOCK,Chứng khoán Vietinbank,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,STO
1944,CTR,HSX,STOCK,Công trình Viettel,Tổng Công ty Cổ phần Công trình Viettel,STO
1967,CTP,HNX,STOCK,Hoà Bình Takara,Công ty Cổ phần Hoà Bình Takara,STX
1968,CTN,UPCOM,STOCK,VINAVICO,Công ty Cổ phần Xây dựng Công trình ngầm,UPX
1969,CTI,HSX,STOCK,Cường Thuận IDICO,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,STO
1978,CTG,HSX,STOCK,VietinBank,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,STO
1979,CTF,HSX,STOCK,City Auto,Công ty Cổ phần City Auto,STO
1981,CTD,HSX,STOCK,Xây dựng Coteccons,Công ty Cổ phần Xây dựng Coteccons,STO
2031,CTC,DELISTED,STOCK,Tập đoàn Hoàng Kim Tây Nguyên,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,
2032,CTB,HNX,STOCK,Bơm Hải Dương,Công ty Cổ phần Chế tạo Bơm Hải Dương,STX
2033,CTA,UPCOM,STOCK,Xây dựng Vinavico,Công ty Cổ phần Vinavico,UPX
2034,CT6,UPCOM,STOCK,Công trình 6,Công ty Cổ phần Công trình 6,UPX
2035,CT5,DELISTED,STOCK,,,
2036,CT3,UPCOM,STOCK,Xây dựng công trình 3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,UPX
2037,CSV,HSX,STOCK,Hóa chất Cơ bản miền Nam,Công ty Cổ phần Hóa chất Cơ bản miền Nam,STO
2136,CST,HNX,STOCK,Than Cao Sơn - TKV,Công ty Cổ phần Than Cao Sơn - TKV,STX
2146,CSM,HSX,STOCK,Cao su Miền Nam,Công ty Cổ phần Công nghiệp Cao su Miền Nam,STO
2147,CSI,UPCOM,STOCK,Chứng khoán Kiến thiết VN,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,UPX
2167,CSC,HNX,STOCK,Tập đoàn COTANA,Công ty Cổ phần Tập đoàn COTANA,STX
2168,CRE,HSX,STOCK,Bất động sản Thế Kỷ,Công ty Cổ phần Bất động sản Thế Kỷ,STO
2169,CRC,HSX,STOCK,Create Capital Việt Nam,Công ty Cổ phần Create Capital Việt Nam,STO
2170,CQT,UPCOM,STOCK,Xi măng Quán Triều VVMI,Công ty Cổ phần Xi măng Quán Triều VVMI,UPX
2171,CQN,UPCOM,STOCK,Cảng Quảng Ninh,Công ty Cổ phần Cảng Quảng Ninh,UPX
2204,CPI,UPCOM,STOCK,Đầu tư Cảng Cái Lân,Công ty Cổ phần Đầu tư Cảng Cái Lân,UPX
2205,CPH,UPCOM,STOCK,PV mai táng Hải Phòng,Công ty Cổ phần Phục vụ Mai táng Hải Phòng,UPX
2218,CPC,HNX,STOCK,Thuốc sát trùng Cần Thơ,Công ty Cổ phần Thuốc sát trùng Cần Thơ,STX
2219,CPA,UPCOM,STOCK,Cà phê Phước An,Công ty Cổ phần Cà phê Phước An,UPX
2220,COM,HSX,STOCK,Vật tư Xăng dầu,Công ty Cổ phần Vật tư Xăng dầu,STO
2237,CNT,UPCOM,STOCK,Tập đoàn CNT,Công ty Cổ phần Tập đoàn CNT,UPX
2238,CNN,UPCOM,STOCK,Xây dựng Coninco,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",UPX
2239,CNG,HSX,STOCK,CNG Việt Nam,Công ty Cổ phần CNG Việt Nam,STO
2240,CNC,UPCOM,STOCK,Công nghệ cao Traphaco,Công ty Cổ phần Công nghệ cao Traphaco,UPX
2241,CNA,UPCOM,STOCK,Tổng công ty Chè Nghệ An - CTCP,Công ty Cổ phần Tổng công ty Chè Nghệ An,UPX
2243,CMX,HSX,STOCK,CAMIMEX Group,Công ty Cổ phần CAMIMEX Group,STO
2305,CMW,UPCOM,STOCK,Cấp nước Cà Mau,Công ty Cổ phần Cấp nước Cà Mau,UPX
2306,CMV,HSX,STOCK,Thương nghiệp Cà Mau,Công ty Cổ phần Thương nghiệp Cà Mau,STO
2307,CMT,UPCOM,STOCK,CN mạng và Truyền thông,Công ty Cổ phần Công nghệ mạng và Truyền thông,UPX
2370,CMS,HNX,STOCK,Tập đoàn CMH Việt Nam,Công ty Cổ phần Tập đoàn CMH Việt Nam,STX
2371,CMP,UPCOM,STOCK,Cảng Chân Mây,Công ty Cổ phần Cảng Chân Mây,UPX
2372,CMN,UPCOM,STOCK,Colusa -  Miliket,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,UPX
2373,CMM,UPCOM,STOCK,Camimex,Công ty Cổ phần Camimex,UPX
2374,CMK,UPCOM,STOCK,Cơ khí Mạo Khê - Vinacomin,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin,UPX
2375,CMI,UPCOM,STOCK,CMISTONE Việt Nam,Công ty Cổ phần CMISTONE Việt Nam,UPX
2376,CMG,HSX,STOCK,Tập đoàn Công nghệ CMC,Công ty Cổ phần Tập đoàn Công nghệ CMC,STO
2377,CMF,UPCOM,STOCK,Thực phẩm Cholimex,Công ty Cổ phần Thực phẩm Cholimex,UPX
2378,CMD,UPCOM,STOCK,VLXD và Nội thất TP.HCM,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh,UPX
2379,CMC,HNX,STOCK,Đầu tư CMC,Công ty Cổ phần Đầu tư CMC,STX
2440,CLX,UPCOM,STOCK,XNK và ĐT Chợ Lớn (CHOLIMEX),Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),UPX
2441,CLW,HSX,STOCK,Cấp nước Chợ Lớn,Công ty Cổ phần Cấp nước Chợ Lớn,STO
2450,CLM,HNX,STOCK,Xuất nhập khẩu Than - Vinacomin,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,STX
2451,CLL,HSX,STOCK,Cảng Cát Lái,Công ty Cổ phần Cảng Cát Lái,STO
2452,CLH,HNX,STOCK,Xi măng La Hiên,Công ty Cổ phần Xi măng La Hiên VVMI,STX
2453,CLG,UPCOM,STOCK,Cotec Land,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,UPX
2454,CLC,HSX,STOCK,Thuốc lá Cát Lợi,Công ty Cổ phần Cát Lợi,STO
2455,CKV,HNX,STOCK,CokyVina,Công ty Cổ phần CokyVina,STX
2456,CKG,HSX,STOCK,Tập đoàn CIC,Công ty Cổ phần Tập đoàn CIC,STO
2471,CKD,UPCOM,STOCK,Đông Anh Licogi,Công ty Cổ phần Cơ khí Đông Anh Licogi,UPX
2472,CKA,UPCOM,STOCK,Cơ khí An Giang,Công ty Cổ phần Cơ khí An Giang,UPX
2473,CK8,UPCOM,STOCK,Cơ khí 120,Công ty Cổ phần Cơ khí 120,UPX
2474,CJC,HNX,STOCK,Cơ điện Miền Trung,Công ty Cổ phần Cơ điện Miền Trung,STX
2475,CIP,UPCOM,STOCK,XL và SX công nghiệp,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp,UPX
2482,CII,HSX,STOCK,Hạ tầng Kỹ thuật TP.HCM,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,STO
2483,CIG,HSX,STOCK,Xây dựng COMA 18,Công ty Cổ phần COMA 18,STO
2484,CID,UPCOM,STOCK,Xây dựng và Phát triển Cơ sở Hạ tầng,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,UPX
2485,CIA,HNX,STOCK,DV Sân Bay Cam Ranh,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,STX
2486,CI5,UPCOM,STOCK,Đầu tư Xây dựng số 5,Công ty Cổ phần Đầu tư Xây dựng số 5,UPX
2487,CHS,UPCOM,STOCK,Chiếu sáng TPHCM,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,UPX
2600,CHP,HSX,STOCK,Thủy điện Miền Trung,Công ty Cổ phần Thủy điện Miền Trung,STO
2624,CHC,UPCOM,STOCK,Nội thất Cẩm Hà,Công ty Cổ phần Cẩm Hà,UPX
2625,CH5,UPCOM,STOCK,Xây dựng số 5 Hà Nội,Công ty Cổ phần Xây dựng số 5 Hà Nội,UPX
2626,CGV,UPCOM,STOCK,Vinaceglass JSC,Công ty Cổ phần Vinaceglass,UPX
2627,CGL,DELISTED,STOCK,Thương mại Gia Lai,Công ty Cổ phần Thương mại Gia Lai,
2628,CFV,UPCOM,STOCK,Cà phê Thắng Lợi,Công ty Cổ phần Cà phê Thắng Lợi,UPX
2689,CFM,UPCOM,STOCK,Đầu tư CFM,Công ty Cổ phần Đầu tư CFM,UPX
2690,CET,HNX,STOCK,HTC Holding ,Công ty Cổ phần HTC Holding,STX
2691,CEO,HNX,STOCK,Tập đoàn CEO,Công ty Cổ phần Tập đoàn C.E.O,STX
2692,CEN,UPCOM,STOCK,CENCON Việt Nam,Công ty Cổ phần CENCON Việt Nam,UPX
2693,CEG,DELISTED,STOCK,XD và Thiết bị Công nghiệp,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp,
2694,CEE,DELISTED,STOCK,Xây dựng Hạ tầng CII,Công ty Cổ phần Xây dựng Hạ tầng CII,
2695,CE1,DELISTED,STOCK,Thiết bị Công nghiệp CIE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,
2696,CDR,UPCOM,STOCK,Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,UPX
2697,CDP,UPCOM,STOCK,Dược phẩm TW Codupha,Công ty Cổ phần Dược phẩm Trung ương Codupha,UPX
2698,CDO,UPCOM,STOCK,Tư vấn Thiết kế và PT Đô thị,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,UPX
2699,CDN,HNX,STOCK,Cảng Đà Nẵng,Công ty Cổ phần Cảng Đà Nẵng,STX
2700,CDH,UPCOM,STOCK,CTCC và DV Du lịch Hải Phòng,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,UPX
2701,CDG,UPCOM,STOCK,VLXD Cầu Đuống,Công ty Cổ phần Cầu Đuống,UPX
2702,CDC,HSX,STOCK,Chương Dương Corp,Công ty Cổ phần Chương Dương,STO
2703,CCV,UPCOM,STOCK,XD CN và đô thị Việt Nam,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,UPX
2704,CCT,UPCOM,STOCK,Cảng Cần Thơ,Công ty Cổ phần Cảng Cần Thơ,UPX
2705,CCR,HNX,STOCK,Cảng Cam Ranh,Công ty Cổ phần Cảng Cam Ranh,STX
2706,CCP,UPCOM,STOCK,Cảng Cửa Cấm,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,UPX
2707,CCM,UPCOM,STOCK,Xi măng Cần Thơ,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ,UPX
2708,CCL,HSX,STOCK,ĐT & PT Đô thị Dầu khí Cửu Long,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,STO
2709,CCI,HSX,STOCK,CIDICO,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,STO
2710,CCC,HSX,STOCK,Xây Dựng CDC,Công ty Cổ Phần Xây Dựng CDC,STO
2711,CCA,UPCOM,STOCK,XNK Thuỷ sản Cần Thơ,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,UPX
2712,CC4,DELISTED,STOCK,ĐT và XD số 4,Công ty Cổ phần Đầu tư và Xây dựng số 4,UPX
2713,CC1,UPCOM,STOCK,TCT Xây dựng số 1,Tổng Công ty Xây dựng số 1 - CTCP,UPX
2714,CBS,UPCOM,STOCK,Mía đường Cao Bằng,Công ty Cổ phần Mía đường Cao Bằng,UPX
2715,CBI,UPCOM,STOCK,Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,UPX
2716,CAV,DELISTED,STOCK,Dây cáp điện Việt Nam,Công ty Cổ Phần Dây cáp điện Việt Nam,
2717,CAT,UPCOM,STOCK,Thủy sản Cà Mau,Công ty Cổ phần Thủy sản Cà Mau,UPX
2718,CAR,HNX,STOCK,Tập đoàn Giáo dục Trí Việt,Công ty cổ phần Tập đoàn Giáo dục Trí Việt,STX
2719,CAP,HNX,STOCK,Lâm nông sản Yên Bái,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái,STX
2720,CAN,HNX,STOCK,Đồ hộp Hạ Long,Công ty Cổ phần Đồ hộp Hạ Long,STX
2721,CAG,HNX,STOCK,Cảng An Giang,Công ty Cổ phần Cảng An Giang,STX
2722,CAD,UPCOM,STOCK,Thủy sản Cadovimex,Công ty Cổ phần Chế biến và Xuất khẩu Thủy sản Cadovimex,UPX
2756,CAB,DELISTED,STOCK,Truyền hình Cáp Việt Nam,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,
2757,C92,UPCOM,STOCK,Xây dựng và Đầu tư 492,Công ty Cổ phần Xây dựng và Đầu tư 492,UPX
2758,C69,HNX,STOCK,Xây dựng 1369,Công ty Cổ phần Xây dựng 1369,STX
2759,C4G,UPCOM,STOCK,Tập Đoàn Cienco4,Công ty Cổ phần Tập Đoàn Cienco4,UPX
2760,C47,HSX,STOCK,Xây dựng 47,Công ty Cổ phần Xây dựng 47,STO
2761,C32,HSX,STOCK,ĐT&XD 3-2,Công ty Cổ phần Đầu tư và Xây dựng 3-2,STO
2762,C22,UPCOM,STOCK,Công ty 22,Công ty Cổ phần 22,UPX
2763,C21,UPCOM,STOCK,Thế kỷ 21,Công ty Cổ phần Thế kỷ 21,UPX
2764,C12,UPCOM,STOCK,Cầu 12,Công ty Cổ phần Cầu 12,UPX
2765,BXT,DELISTED,STOCK,,,
2766,BXH,HNX,STOCK,Bao bì Xi măng HP,Công ty Cổ phần VICEM Bao bì Hải Phòng,STX
2767,BWS,UPCOM,STOCK,Cấp Nước Bà Rịa Vũng Tàu,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,UPX
2768,BWE,HSX,STOCK,Nước - Môi trường Bình Dương,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,STO
2769,BWA,UPCOM,STOCK,Cấp thoát nước và Xây dựng Bảo Lộc,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc,UPX
2770,BVS,HNX,STOCK,Chứng khoán Bảo Việt,Công ty Cổ phần Chứng khoán Bảo Việt,STX
2771,BVN,UPCOM,STOCK,Bông Việt Nam,Công ty Cổ phần Bông Việt Nam,UPX
2772,BVL,UPCOM,STOCK,BV Land,Công ty Cổ phần BV Land,UPX
2773,BVH,HSX,STOCK,Tập đoàn Bảo Việt,Tập đoàn Bảo Việt,STO
2774,BVG,UPCOM,STOCK,Group Bắc Việt,Công ty Cổ phần Group Bắc Việt,UPX
2780,BVB,UPCOM,STOCK,Ngân hàng Bản Việt - BVBank,Ngân hàng Thương mại Cổ phần Bản Việt,UPX
2781,BUD,DELISTED,STOCK,,,
2782,BTW,HNX,STOCK,Cấp nước Bến Thành,Công ty Cổ phần Cấp nước Bến Thành,STX
2783,BTV,UPCOM,STOCK,DV Du lịch Bến Thành,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,UPX
2784,BTU,UPCOM,STOCK,Công trình Đô thị Bến Tre,Công ty Cổ phần Công trình Đô thị Bến Tre,UPX
2785,BTT,HSX,STOCK,TM - DV Bến Thành,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,STO
2786,BTS,HNX,STOCK,Xi măng Bút Sơn,Công ty Cổ phần Xi măng VICEM Bút Sơn,STX
2787,BTP,HSX,STOCK,Nhiệt điện Bà Rịa,Công ty Cổ phần Nhiệt điện Bà Rịa,STO
2788,BTN,UPCOM,STOCK,Gạch Tuy Nen Bình Định,Công ty Cổ phần Đầu tư Bitco Bình Định,UPX
2789,BTH,UPCOM,STOCK,Biến thế và Vật liệu Điện Hà Nội,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,UPX
2790,BTG,UPCOM,STOCK,Bao bì Tiền Giang,Công ty Cổ phần Bao bì Tiền Giang,UPX
2791,BTD,UPCOM,STOCK,Bê tông ly tâm Thủ Đức,Công ty Cổ phần Bê tông ly tâm Thủ Đức,UPX
2792,BTB,UPCOM,STOCK,Bia Hà Nội - Thái Bình,Công ty Cổ phần Bia Hà Nội - Thái Bình,UPX
2793,BT6,UPCOM,STOCK,Bê tông 6,Công ty Cổ phần BETON 6,UPX
2794,BT1,UPCOM,STOCK,Bảo vệ thực vật 1 TW,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương,UPX
2795,BST,HNX,STOCK,Sách và Thiết bị Bình Thuận,Công ty Cổ phần Sách và Thiết bị Bình Thuận,STX
2796,BSR,HSX,STOCK,Lọc Hóa dầu Bình Sơn,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,STO
2797,BSQ,UPCOM,STOCK,Bia Sài Gòn - Quảng Ngãi,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,UPX
2798,BSP,UPCOM,STOCK,Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,UPX
2799,BSL,UPCOM,STOCK,Bia Sài Gòn - Sông Lam,Công ty Cổ phần Bia Sài Gòn - Sông Lam,UPX
2800,BSI,HSX,STOCK,Chứng khoán BIDV,Công ty Cổ phần Chứng khoán BIDV,STO
2801,BSH,UPCOM,STOCK,Bia Sài Gòn - Hà Nội,Công ty Cổ phần Bia Sài Gòn - Hà Nội,UPX
2802,BSG,UPCOM,STOCK,Xe khách Sài Gòn,Công ty Cổ phần Xe khách Sài Gòn,UPX
2803,BSD,UPCOM,STOCK,"Bia, rượu Sài Gòn - Đồng Xuân","Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",UPX
2804,BSC,HNX,STOCK,Dịch vụ Bến Thành,Công ty Cổ phần Dịch vụ Bến Thành,STX
2805,BSA,UPCOM,STOCK,Thủy điện Buôn Đôn,Công ty Cổ phần Thủy điện Buôn Đôn,UPX
2806,BRS,UPCOM,STOCK,Dịch vụ Đô thị Bà Rịa,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,UPX
2807,BRR,UPCOM,STOCK,Cao su Bà Rịa,Công ty Cổ phần Cao su Bà Rịa,UPX
2808,BRC,HSX,STOCK,Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,STO
2809,BQB,UPCOM,STOCK,Bia Hà Nội - Quảng Bình,Công ty Cổ phần Bia Hà Nội - Quảng Bình,UPX
2810,BPW,DELISTED,STOCK,,,
2811,BPC,HNX,STOCK,Bao bì Bỉm Sơn,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,STX
2812,BOT,UPCOM,STOCK,BOT Cầu Thái Hà,Công ty Cổ phần BOT Cầu Thái Hà,UPX
2813,BNW,UPCOM,STOCK,Nước sạch Bắc Ninh,Công ty Cổ phần Nước sạch Bắc Ninh,UPX
2814,BNA,HNX,STOCK,Tập đoàn Đầu tư Bảo Ngọc,Công ty Cổ phần Tập đoàn Đầu tư Bảo Ngọc,STX
2815,BMV,UPCOM,STOCK,Bột mỳ Vinafood 1,Công ty Cổ phần Bột mỳ Vinafood 1,UPX
2816,BMS,UPCOM,STOCK,Chứng khoán Bảo Minh,Công ty Cổ phần Chứng khoán Bảo Minh,UPX
2817,BMP,HSX,STOCK,Nhựa Bình Minh,Công ty Cổ phần Nhựa Bình Minh,STO
2818,BMN,DELISTED,STOCK,Công ty 715,Công ty Cổ phần 715,UPX
2819,BMK,UPCOM,STOCK,Black Cat,Công ty Cổ Phần Kỹ thuật Nhiệt Mèo Đen,UPX
2820,BMJ,UPCOM,STOCK,Khoáng sản Miền Đông AHP,Công ty Cổ phần Khoáng sản Miền Đông AHP,UPX
2821,BMI,HSX,STOCK,Bảo hiểm Bảo Minh,Tổng Công ty Cổ phần Bảo Minh,STO
2822,BMG,UPCOM,STOCK,May Bình Minh,Công ty Cổ phần May Bình Minh,UPX
2823,BMF,UPCOM,STOCK,VLXD và Chất đốt Đồng Nai,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,UPX
2824,BMD,UPCOM,STOCK,Môi trường và DV Đô thị Bình Thuận,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận,UPX
2825,BMC,HSX,STOCK,Khoáng sản Bình Định,Công ty Cổ phần Khoáng sản Bình Định,STO
2826,BLW,DELISTED,STOCK,Cấp nước Bạc Liêu,Công ty Cổ phần Cấp nước Bạc Liêu,
2827,BLU,DELISTED,STOCK,,,
2828,BLT,UPCOM,STOCK,Lương Thực Bình Định,Công ty Cổ phần Lương thực Bình Định,UPX
2829,BLN,UPCOM,STOCK,Xe buýt Liên Ninh,Công ty Cổ phần Vận tải và Dịch vụ Liên Ninh,UPX
2830,BLI,UPCOM,STOCK,Bảo hiểm Bảo Long,Tổng Công ty Cổ phần Bảo hiểm Bảo Long,UPX
2831,BLF,UPCOM,STOCK,Thủy sản Bạc Liêu,Công ty Cổ phần Thủy sản Bạc Liêu,UPX
2832,BKH,DELISTED,STOCK,Bánh mứt kẹo Hà Nội,Công ty Cổ phần Bánh mứt kẹo Hà Nội,
2833,BKG,HSX,STOCK,Đầu tư BKG Việt Nam,Công ty Cổ phần Đầu tư BKG Việt Nam,STO
2834,BKC,HNX,STOCK,Khoáng sản Bắc Kạn,Công ty Cổ phần Khoáng sản Bắc Kạn,STX
2835,BIO,UPCOM,STOCK,Vắc xin và Sinh phẩm Nha Trang,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,UPX
2836,BII,UPCOM,STOCK,Đầu tư và Phát triển Công nghiệp Bảo Thư,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,UPX
2837,BIG,UPCOM,STOCK,BIG Group Holdings,Công ty Cổ phần Đầu tư BIG Group Holdings,UPX
2846,BID,HSX,STOCK,BIDV,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,STO
2847,BIC,HSX,STOCK,Bảo hiểm BIDV,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,STO
2848,BHT,DELISTED,STOCK,Đầu tư XD Bạch Đằng,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC,
2849,BHP,UPCOM,STOCK,Bia Hà Nội - Hải Phòng,Công ty Cổ phần Bia Hà Nội - Hải Phòng,UPX
2850,BHN,HSX,STOCK,HABECO,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,STO
2851,BHK,UPCOM,STOCK,Bia Hà Nội - Kim Bài,Công ty Cổ phần Bia Hà Nội - Kim Bài,UPX
